acousticness,analysis_url,artist,danceability,duration_ms,energy,genre,id,instrumentalness,key,liveness,loudness,mode,song_title,speechiness,tempo,time_signature,track_href,type,uri,valence
0.00121,https://api.spotify.com/v1/audio-analysis/7xXJv53ueud6KRR53COvvJ,deadmau5,0.961,634668,0.564,dubstep,7xXJv53ueud6KRR53COvvJ,0.6409999999999999,7,0.0696,-7.867999999999999,1,Cthulhu Sleeps,0.456,127.975,4,https://api.spotify.com/v1/tracks/7xXJv53ueud6KRR53COvvJ,audio_features,spotify:track:7xXJv53ueud6KRR53COvvJ,0.27
0.00107,https://api.spotify.com/v1/audio-analysis/6NaobtCGAn9shoKomKI7m5,Doctor P,0.579,262522,0.862,dubstep,6NaobtCGAn9shoKomKI7m5,0.0637,5,0.278,-2.99,0,Bulletproof - feat. Eva Simons,0.0336,139.972,4,https://api.spotify.com/v1/tracks/6NaobtCGAn9shoKomKI7m5,audio_features,spotify:track:6NaobtCGAn9shoKomKI7m5,0.263
0.0139,https://api.spotify.com/v1/audio-analysis/5vlmyGaKZCJGGPLmDxzlOB,Magnetic Man,0.825,279707,0.841,dubstep,5vlmyGaKZCJGGPLmDxzlOB,4.76e-06,9,0.0866,-4.105,0,Fire,0.134,139.814,4,https://api.spotify.com/v1/tracks/5vlmyGaKZCJGGPLmDxzlOB,audio_features,spotify:track:5vlmyGaKZCJGGPLmDxzlOB,0.6659999999999999
0.00303,https://api.spotify.com/v1/audio-analysis/1H1Urubfo9IwlUgloeqkOT,Seven Lions,0.457,250506,0.8390000000000001,dubstep,1H1Urubfo9IwlUgloeqkOT,6.49e-05,8,0.14300000000000002,-7.386,0,Below Us,0.151,143.963,4,https://api.spotify.com/v1/tracks/1H1Urubfo9IwlUgloeqkOT,audio_features,spotify:track:1H1Urubfo9IwlUgloeqkOT,0.37799999999999995
1.9600000000000002e-05,https://api.spotify.com/v1/audio-analysis/7hrunTeLDFHh1oeQUJNXje,Bassnectar,0.523,273107,0.9890000000000001,dubstep,7hrunTeLDFHh1oeQUJNXje,0.644,7,0.109,-2.289,1,Ugly,0.125,174.03900000000002,4,https://api.spotify.com/v1/tracks/7hrunTeLDFHh1oeQUJNXje,audio_features,spotify:track:7hrunTeLDFHh1oeQUJNXje,0.207
0.000556,https://api.spotify.com/v1/audio-analysis/51LIAfPp8HudTMzZKh1BQg,Borgore,0.7709999999999999,238107,0.8,dubstep,51LIAfPp8HudTMzZKh1BQg,7.51e-06,7,0.215,-8.127,1,Ice Cream,0.161,139.935,4,https://api.spotify.com/v1/tracks/51LIAfPp8HudTMzZKh1BQg,audio_features,spotify:track:51LIAfPp8HudTMzZKh1BQg,0.748
0.0619,https://api.spotify.com/v1/audio-analysis/1Xz7EhCePVyUPZYRIBDQWR,Laidback Luke,0.45299999999999996,282653,0.867,dubstep,1Xz7EhCePVyUPZYRIBDQWR,0.0,6,0.284,-4.721,1,Natural Disaster - Skream Remix,0.271,140.001,4,https://api.spotify.com/v1/tracks/1Xz7EhCePVyUPZYRIBDQWR,audio_features,spotify:track:1Xz7EhCePVyUPZYRIBDQWR,0.532
9.65e-05,https://api.spotify.com/v1/audio-analysis/5wi7AtH7QkiRBuWp5CE6rH,Various Artists,0.773,180701,0.684,dubstep,5wi7AtH7QkiRBuWp5CE6rH,0.9229999999999999,4,0.0969,-11.100999999999999,0,Top of the World,0.0496,128.05100000000002,4,https://api.spotify.com/v1/tracks/5wi7AtH7QkiRBuWp5CE6rH,audio_features,spotify:track:5wi7AtH7QkiRBuWp5CE6rH,0.341
0.000759,https://api.spotify.com/v1/audio-analysis/2CUZvXlijlQLYx9kbRai9X,Noisestorm,0.636,309818,0.721,dubstep,2CUZvXlijlQLYx9kbRai9X,0.364,4,0.2,-4.439,1,Wipeout,0.0414,110.04899999999999,4,https://api.spotify.com/v1/tracks/2CUZvXlijlQLYx9kbRai9X,audio_features,spotify:track:2CUZvXlijlQLYx9kbRai9X,0.14300000000000002
0.00601,https://api.spotify.com/v1/audio-analysis/5Muk08hnvAKtf0MDHqIq5j,Rusko,0.377,267800,0.9309999999999999,dubstep,5Muk08hnvAKtf0MDHqIq5j,0.00845,7,0.16899999999999998,-4.758,1,Hold On - Sub Focus Remix,0.0397,173.995,4,https://api.spotify.com/v1/tracks/5Muk08hnvAKtf0MDHqIq5j,audio_features,spotify:track:5Muk08hnvAKtf0MDHqIq5j,0.0393
0.000293,https://api.spotify.com/v1/audio-analysis/4EIaAPKKNGBcAaDgPTePgU,DotEXE,0.753,260000,0.889,dubstep,4EIaAPKKNGBcAaDgPTePgU,6.27e-05,6,0.0857,-5.937,1,Hipster Cutthroat,0.145,109.943,4,https://api.spotify.com/v1/tracks/4EIaAPKKNGBcAaDgPTePgU,audio_features,spotify:track:4EIaAPKKNGBcAaDgPTePgU,0.146
0.00262,https://api.spotify.com/v1/audio-analysis/3Z0eRV84fbHY2dStRU6l8b,Arkasia,0.5770000000000001,302714,0.8809999999999999,dubstep,3Z0eRV84fbHY2dStRU6l8b,0.17800000000000002,6,0.617,-3.906,0,The Uprising Freedom - Original Mix,0.0407,139.994,4,https://api.spotify.com/v1/tracks/3Z0eRV84fbHY2dStRU6l8b,audio_features,spotify:track:3Z0eRV84fbHY2dStRU6l8b,0.345
0.00114,https://api.spotify.com/v1/audio-analysis/6zkoNK818U1mHoqe48r8rA,Amon Tobin,0.5,302042,0.753,dubstep,6zkoNK818U1mHoqe48r8rA,0.785,0,0.177,-6.553,0,Surge - 16Bit Remix,0.0545,140.065,4,https://api.spotify.com/v1/tracks/6zkoNK818U1mHoqe48r8rA,audio_features,spotify:track:6zkoNK818U1mHoqe48r8rA,0.114
0.00761,https://api.spotify.com/v1/audio-analysis/3ijQRtkFfvGk1lvA8qF1Vc,Joker,0.371,306360,0.73,dubstep,3ijQRtkFfvGk1lvA8qF1Vc,0.82,10,0.154,-7.087999999999999,0,Tron,0.434,174.24099999999999,5,https://api.spotify.com/v1/tracks/3ijQRtkFfvGk1lvA8qF1Vc,audio_features,spotify:track:3ijQRtkFfvGk1lvA8qF1Vc,0.373
0.0011300000000000001,https://api.spotify.com/v1/audio-analysis/3xYqSanPXjrFzcu4jO0oTv,Reso,0.593,331640,0.872,dubstep,3xYqSanPXjrFzcu4jO0oTv,0.763,1,0.379,-6.0729999999999995,0,Beasts In The Basement,0.0535,139.97899999999998,4,https://api.spotify.com/v1/tracks/3xYqSanPXjrFzcu4jO0oTv,audio_features,spotify:track:3xYqSanPXjrFzcu4jO0oTv,0.0768
0.00894,https://api.spotify.com/v1/audio-analysis/4WHKyjStlUt8YjfCU0p6ce,Lady Gaga,0.606,263067,0.8809999999999999,dubstep,4WHKyjStlUt8YjfCU0p6ce,0.0,9,0.11800000000000001,-4.498,0,Bad Romance - Skrillex Remix,0.132,124.03,4,https://api.spotify.com/v1/tracks/4WHKyjStlUt8YjfCU0p6ce,audio_features,spotify:track:4WHKyjStlUt8YjfCU0p6ce,0.63
6.69e-05,https://api.spotify.com/v1/audio-analysis/5b2ACxzxhGeLPDr500fQzy,deadmau5,0.542,191427,0.8,dubstep,5b2ACxzxhGeLPDr500fQzy,0.00541,8,0.79,-5.362,1,Ghosts 'N' Stuff - Radio Edit,0.0804,127.964,4,https://api.spotify.com/v1/tracks/5b2ACxzxhGeLPDr500fQzy,audio_features,spotify:track:5b2ACxzxhGeLPDr500fQzy,0.41
0.0398,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,Zedd,0.509,271427,0.7809999999999999,dubstep,60wwxj6Dd9NJlirf84wr2c,0.0,8,0.0749,-3.48,1,Clarity,0.07200000000000001,128.0,4,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,audio_features,spotify:track:60wwxj6Dd9NJlirf84wr2c,0.17600000000000002
0.00492,https://api.spotify.com/v1/audio-analysis/2mC61grPZ706uoiB3SLpjx,Noisestorm,0.597,346286,0.93,dubstep,2mC61grPZ706uoiB3SLpjx,0.679,1,0.266,-4.809,1,Let It Roar,0.17800000000000002,140.05100000000002,4,https://api.spotify.com/v1/tracks/2mC61grPZ706uoiB3SLpjx,audio_features,spotify:track:2mC61grPZ706uoiB3SLpjx,0.2
0.0058,https://api.spotify.com/v1/audio-analysis/29RuDIip0ewe8hfnCItSC2,Flux Pavilion,0.631,292552,0.797,dubstep,29RuDIip0ewe8hfnCItSC2,0.0018399999999999998,10,0.10400000000000001,-5.382999999999999,0,The Scientist,0.0366,144.975,4,https://api.spotify.com/v1/tracks/29RuDIip0ewe8hfnCItSC2,audio_features,spotify:track:29RuDIip0ewe8hfnCItSC2,0.40399999999999997
0.000101,https://api.spotify.com/v1/audio-analysis/7cOKuMZ1zn36nELzNTnee9,Bassnectar,0.542,272000,0.9790000000000001,dubstep,7cOKuMZ1zn36nELzNTnee9,0.732,1,0.573,-2.286,1,Ping Pong,0.0772,159.931,4,https://api.spotify.com/v1/tracks/7cOKuMZ1zn36nELzNTnee9,audio_features,spotify:track:7cOKuMZ1zn36nELzNTnee9,0.637
0.00761,https://api.spotify.com/v1/audio-analysis/5f6igUw1asUL4AGXSvgTW8,Avicii,0.615,281147,0.91,dubstep,5f6igUw1asUL4AGXSvgTW8,0.0067,5,0.16,-2.825,0,Levels - Skrillex Remix,0.0762,140.0,4,https://api.spotify.com/v1/tracks/5f6igUw1asUL4AGXSvgTW8,audio_features,spotify:track:5f6igUw1asUL4AGXSvgTW8,0.34600000000000003
0.00379,https://api.spotify.com/v1/audio-analysis/3whsmPRiQBK1VSkZt9GJl1,NERO,0.6,257320,0.7090000000000001,dubstep,3whsmPRiQBK1VSkZt9GJl1,0.8340000000000001,5,0.0965,-3.929,0,Etude,0.0411,123.008,4,https://api.spotify.com/v1/tracks/3whsmPRiQBK1VSkZt9GJl1,audio_features,spotify:track:3whsmPRiQBK1VSkZt9GJl1,0.146
0.00855,https://api.spotify.com/v1/audio-analysis/7o9wiIPKOIo9INkMO9vTRh,Zomboy,0.767,260571,0.986,dubstep,7o9wiIPKOIo9INkMO9vTRh,0.8370000000000001,11,0.1,-2.013,0,Hoedown,0.0525,140.005,4,https://api.spotify.com/v1/tracks/7o9wiIPKOIo9INkMO9vTRh,audio_features,spotify:track:7o9wiIPKOIo9INkMO9vTRh,0.61
0.000171,https://api.spotify.com/v1/audio-analysis/2dMujmFjaDikqUzMcZSNFA,FS,0.58,253719,0.961,dubstep,2dMujmFjaDikqUzMcZSNFA,0.156,5,0.39799999999999996,-2.1590000000000003,0,Dub Combination - Original Mix,0.0511,110.01700000000001,4,https://api.spotify.com/v1/tracks/2dMujmFjaDikqUzMcZSNFA,audio_features,spotify:track:2dMujmFjaDikqUzMcZSNFA,0.22699999999999998
0.00011200000000000001,https://api.spotify.com/v1/audio-analysis/6O1gYtoVNn4MNXFjYqGaEO,Bassnectar,0.706,306857,0.845,dubstep,6O1gYtoVNn4MNXFjYqGaEO,0.33799999999999997,11,0.8390000000000001,-5.083,1,Bass Head (MRK1 Remix),0.0341,140.02100000000002,4,https://api.spotify.com/v1/tracks/6O1gYtoVNn4MNXFjYqGaEO,audio_features,spotify:track:6O1gYtoVNn4MNXFjYqGaEO,0.392
0.000245,https://api.spotify.com/v1/audio-analysis/15ccEhr9NN3Blmdr0hQwj9,Madeon,0.48,214267,0.841,dubstep,15ccEhr9NN3Blmdr0hQwj9,0.303,1,0.111,-2.267,0,Icarus,0.0529,126.113,4,https://api.spotify.com/v1/tracks/15ccEhr9NN3Blmdr0hQwj9,audio_features,spotify:track:15ccEhr9NN3Blmdr0hQwj9,0.14300000000000002
0.0003,https://api.spotify.com/v1/audio-analysis/2ZeTpxUpIHDdrRZdD8Vlh9,Knife Party,0.434,299375,0.9620000000000001,dubstep,2ZeTpxUpIHDdrRZdD8Vlh9,0.7340000000000001,3,0.105,-2.89,0,Rage Valley,0.126,128.162,4,https://api.spotify.com/v1/tracks/2ZeTpxUpIHDdrRZdD8Vlh9,audio_features,spotify:track:2ZeTpxUpIHDdrRZdD8Vlh9,0.226
0.026000000000000002,https://api.spotify.com/v1/audio-analysis/0T1hCjV6uAhfaq2TKNggSV,Kill The Noise,0.418,244630,0.929,dubstep,0T1hCjV6uAhfaq2TKNggSV,0.4,6,0.163,-6.186,0,Talk To Me,0.287,173.778,4,https://api.spotify.com/v1/tracks/0T1hCjV6uAhfaq2TKNggSV,audio_features,spotify:track:0T1hCjV6uAhfaq2TKNggSV,0.171
0.0026100000000000003,https://api.spotify.com/v1/audio-analysis/5S6XChcoZg6a7vvx9SbdIi,Savant,0.41700000000000004,279640,0.7809999999999999,dubstep,5S6XChcoZg6a7vvx9SbdIi,0.797,7,0.311,-10.425,1,Living iPod - Original Mix,0.0541,126.611,5,https://api.spotify.com/v1/tracks/5S6XChcoZg6a7vvx9SbdIi,audio_features,spotify:track:5S6XChcoZg6a7vvx9SbdIi,0.35
0.000606,https://api.spotify.com/v1/audio-analysis/72YnNlG0na7Op3AbSR2qXz,NERO,0.21100000000000002,335507,0.742,dubstep,72YnNlG0na7Op3AbSR2qXz,0.231,6,0.11900000000000001,-5.269,0,Departure,0.0932,173.678,4,https://api.spotify.com/v1/tracks/72YnNlG0na7Op3AbSR2qXz,audio_features,spotify:track:72YnNlG0na7Op3AbSR2qXz,0.0392
0.00046699999999999997,https://api.spotify.com/v1/audio-analysis/6bxq92mCKHtpDH2Q3Ffsim,NERO,0.45,284693,0.845,dubstep,6bxq92mCKHtpDH2Q3Ffsim,0.00199,9,0.161,-3.622,0,Reaching Out,0.028999999999999998,140.00799999999998,4,https://api.spotify.com/v1/tracks/6bxq92mCKHtpDH2Q3Ffsim,audio_features,spotify:track:6bxq92mCKHtpDH2Q3Ffsim,0.0863
0.00639,https://api.spotify.com/v1/audio-analysis/540vJvqObj7Bpbzdn7aJmm,Magnetic Man,0.607,357293,0.9420000000000001,dubstep,540vJvqObj7Bpbzdn7aJmm,0.0381,9,0.33299999999999996,-5.606,0,Perfect Stranger,0.0348,142.99200000000002,4,https://api.spotify.com/v1/tracks/540vJvqObj7Bpbzdn7aJmm,audio_features,spotify:track:540vJvqObj7Bpbzdn7aJmm,0.293
0.121,https://api.spotify.com/v1/audio-analysis/4lJDNqKAS8RSFBuDddCAe4,Skream,0.81,280667,0.65,dubstep,4lJDNqKAS8RSFBuDddCAe4,0.865,1,0.113,-11.100999999999999,1,Stagger,0.0622,140.006,4,https://api.spotify.com/v1/tracks/4lJDNqKAS8RSFBuDddCAe4,audio_features,spotify:track:4lJDNqKAS8RSFBuDddCAe4,0.49
0.00255,https://api.spotify.com/v1/audio-analysis/0gPb1k9MFLN022UU05xs2d,DJ Fresh,0.657,297000,0.9440000000000001,dubstep,0gPb1k9MFLN022UU05xs2d,0.0015,2,0.27699999999999997,-4.342,1,Hot Right Now - Zomboy Remix,0.036000000000000004,140.001,4,https://api.spotify.com/v1/tracks/0gPb1k9MFLN022UU05xs2d,audio_features,spotify:track:0gPb1k9MFLN022UU05xs2d,0.221
0.00448,https://api.spotify.com/v1/audio-analysis/7tTdHHZ8K7vGg6Qqyyvl0t,Foreign Beggars,0.745,261920,0.988,dubstep,7tTdHHZ8K7vGg6Qqyyvl0t,0.00358,1,0.0831,-4.546,1,No Holds Barred - Excision Remix,0.27,140.069,4,https://api.spotify.com/v1/tracks/7tTdHHZ8K7vGg6Qqyyvl0t,audio_features,spotify:track:7tTdHHZ8K7vGg6Qqyyvl0t,0.133
0.000266,https://api.spotify.com/v1/audio-analysis/6z7fC23kVb8rOY1mLskZmY,Calvin Harris,0.415,284813,0.818,dubstep,6z7fC23kVb8rOY1mLskZmY,2.1899999999999997e-05,7,0.239,-3.0660000000000003,1,Feel So Close - Nero Remix,0.0358,139.981,4,https://api.spotify.com/v1/tracks/6z7fC23kVb8rOY1mLskZmY,audio_features,spotify:track:6z7fC23kVb8rOY1mLskZmY,0.155
0.000399,https://api.spotify.com/v1/audio-analysis/6BkA6GLorUUyXN99e7E8In,Caspa,0.636,260960,0.743,dubstep,6BkA6GLorUUyXN99e7E8In,0.83,5,0.0874,-10.918,1,The Terminator,0.032,139.944,4,https://api.spotify.com/v1/tracks/6BkA6GLorUUyXN99e7E8In,audio_features,spotify:track:6BkA6GLorUUyXN99e7E8In,0.039
0.00374,https://api.spotify.com/v1/audio-analysis/5bMQdlT0YVcZdBuHSUBuIr,Skrillex,0.624,233890,0.7240000000000001,dubstep,5bMQdlT0YVcZdBuHSUBuIr,1.94e-06,11,0.0906,-2.967,0,Make It Bun Dem - Culprate Remix,0.392,139.83100000000002,4,https://api.spotify.com/v1/tracks/5bMQdlT0YVcZdBuHSUBuIr,audio_features,spotify:track:5bMQdlT0YVcZdBuHSUBuIr,0.599
0.00021099999999999998,https://api.spotify.com/v1/audio-analysis/62PdGwG6Hv8sCyd29ExKEq,Porter Robinson,0.586,298402,0.836,dubstep,62PdGwG6Hv8sCyd29ExKEq,0.833,10,0.0339,-6.067,1,Unison - Knife Party Remix,0.0603,109.932,4,https://api.spotify.com/v1/tracks/62PdGwG6Hv8sCyd29ExKEq,audio_features,spotify:track:62PdGwG6Hv8sCyd29ExKEq,0.165
0.0016699999999999998,https://api.spotify.com/v1/audio-analysis/2mvjYOhEJ1T8f9UYT7fnPv,Krewella,0.557,196027,0.948,dubstep,2mvjYOhEJ1T8f9UYT7fnPv,9.279999999999999e-05,8,0.308,-1.6840000000000002,1,Feel Me,0.0437,128.002,4,https://api.spotify.com/v1/tracks/2mvjYOhEJ1T8f9UYT7fnPv,audio_features,spotify:track:2mvjYOhEJ1T8f9UYT7fnPv,0.41600000000000004
0.38299999999999995,https://api.spotify.com/v1/audio-analysis/5VWVVSABdgccboSdrKGiZH,The Glitch Mob,0.598,382813,0.67,dubstep,5VWVVSABdgccboSdrKGiZH,0.805,1,0.0781,-9.205,0,Fortune Days,0.095,104.964,4,https://api.spotify.com/v1/tracks/5VWVVSABdgccboSdrKGiZH,audio_features,spotify:track:5VWVVSABdgccboSdrKGiZH,0.18899999999999997
4.8700000000000005e-05,https://api.spotify.com/v1/audio-analysis/6OblgFpG3fKkN6m0fVaz4N,Darkham,0.235,336500,0.898,dubstep,6OblgFpG3fKkN6m0fVaz4N,0.9640000000000001,1,0.21,-4.314,0,Fury - Original Mix,0.0567,139.941,4,https://api.spotify.com/v1/tracks/6OblgFpG3fKkN6m0fVaz4N,audio_features,spotify:track:6OblgFpG3fKkN6m0fVaz4N,0.0942
0.0223,https://api.spotify.com/v1/audio-analysis/7GL5G29n4eFF09RItmTW0C,Krewella,0.601,315427,0.877,dubstep,7GL5G29n4eFF09RItmTW0C,0.0,6,0.106,-4.446000000000001,0,Alive - Pegboard Nerds Remix,0.0482,139.958,4,https://api.spotify.com/v1/tracks/7GL5G29n4eFF09RItmTW0C,audio_features,spotify:track:7GL5G29n4eFF09RItmTW0C,0.171
