,acousticness,analysis_url,artist,danceability,duration_ms,energy,genre,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,title,track_href,type,uri,valence
16,0.0202,https://api.spotify.com/v1/audio-analysis/0fD7jFSnhQMS72bpe78XM8,Rave Allstars,0.675,196840,0.999,techno,0fD7jFSnhQMS72bpe78XM8,0.864,2,0.383,-4.222,1,0.059,142.002,4,Braucht Ihr Mehr? - Radio Edit,https://api.spotify.com/v1/tracks/0fD7jFSnhQMS72bpe78XM8,audio_features,spotify:track:0fD7jFSnhQMS72bpe78XM8,0.551
17,0.00549,https://api.spotify.com/v1/audio-analysis/3JwoY2QFsuxIU9X46cAokI,Groove Coverage,0.54,187787,0.947,techno,3JwoY2QFsuxIU9X46cAokI,5.4e-06,8,0.185,-5.613,1,0.187,139.942,4,Because I Love You,https://api.spotify.com/v1/tracks/3JwoY2QFsuxIU9X46cAokI,audio_features,spotify:track:3JwoY2QFsuxIU9X46cAokI,0.355
18,0.23,https://api.spotify.com/v1/audio-analysis/1rBiz9URxrTE7yws1Vb87Z,Groove Coverage,0.68,223987,0.904,techno,1rBiz9URxrTE7yws1Vb87Z,0.0,3,0.157,-6.099,1,0.0461,139.978,4,7 Years & 50 Days,https://api.spotify.com/v1/tracks/1rBiz9URxrTE7yws1Vb87Z,audio_features,spotify:track:1rBiz9URxrTE7yws1Vb87Z,0.824
19,0.454,https://api.spotify.com/v1/audio-analysis/0h5XrayDDSNuFjLUnKwoA6,Groove Coverage,0.64,192467,0.75,techno,0h5XrayDDSNuFjLUnKwoA6,1.36e-06,0,0.168,-8.273,0,0.0538,141.986,4,Million Tears,https://api.spotify.com/v1/tracks/0h5XrayDDSNuFjLUnKwoA6,audio_features,spotify:track:0h5XrayDDSNuFjLUnKwoA6,0.709
20,0.129,https://api.spotify.com/v1/audio-analysis/13YrXnO1V4Lcm4jo3nYehU,Groove Coverage,0.638,217787,0.738,techno,13YrXnO1V4Lcm4jo3nYehU,0.0,3,0.0892,-6.651,1,0.032,141.976,4,God Is A Girl,https://api.spotify.com/v1/tracks/13YrXnO1V4Lcm4jo3nYehU,audio_features,spotify:track:13YrXnO1V4Lcm4jo3nYehU,0.345
21,0.0201,https://api.spotify.com/v1/audio-analysis/5xUY14JDJeNDcFpgxo9Uiy,Groove Coverage,0.751,239720,0.876,techno,5xUY14JDJeNDcFpgxo9Uiy,0.00169,0,0.0798,-5.749,1,0.109,140.012,4,Summer Rain,https://api.spotify.com/v1/tracks/5xUY14JDJeNDcFpgxo9Uiy,audio_features,spotify:track:5xUY14JDJeNDcFpgxo9Uiy,0.777
22,0.102,https://api.spotify.com/v1/audio-analysis/4WRM8x9BhHcNc79iKeU61S,Groove Coverage,0.532,171640,0.851,techno,4WRM8x9BhHcNc79iKeU61S,0.0,11,0.12,-5.529,0,0.0596,140.068,4,Moonlight Shadow,https://api.spotify.com/v1/tracks/4WRM8x9BhHcNc79iKeU61S,audio_features,spotify:track:4WRM8x9BhHcNc79iKeU61S,0.358
23,0.055,https://api.spotify.com/v1/audio-analysis/6OnLX42ltU7yWI69d8eiYY,Groove Coverage,0.547,184333,0.763,techno,6OnLX42ltU7yWI69d8eiYY,0.0,10,0.311,-5.794,0,0.144,140.067,4,Nothing Lasts Forever,https://api.spotify.com/v1/tracks/6OnLX42ltU7yWI69d8eiYY,audio_features,spotify:track:6OnLX42ltU7yWI69d8eiYY,0.263
24,0.438,https://api.spotify.com/v1/audio-analysis/5li2VltKDxw6mB5Y5WLQ3F,Groove Coverage,0.653,218427,0.868,techno,5li2VltKDxw6mB5Y5WLQ3F,0.0,9,0.103,-6.129,0,0.0785,141.98,4,The End,https://api.spotify.com/v1/tracks/5li2VltKDxw6mB5Y5WLQ3F,audio_features,spotify:track:5li2VltKDxw6mB5Y5WLQ3F,0.527
25,0.339,https://api.spotify.com/v1/audio-analysis/4Oan31xL8GQq9k2zhggDbp,Groove Coverage,0.692,217533,0.885,techno,4Oan31xL8GQq9k2zhggDbp,0.0,11,0.383,-6.688,0,0.094,137.99,4,Little June,https://api.spotify.com/v1/tracks/4Oan31xL8GQq9k2zhggDbp,audio_features,spotify:track:4Oan31xL8GQq9k2zhggDbp,0.404
26,0.00304,https://api.spotify.com/v1/audio-analysis/6fsKff07DLzwSzKlWN3YOp,Groove Coverage,0.563,185707,0.978,techno,6fsKff07DLzwSzKlWN3YOp,0.0,7,0.167,-5.964,1,0.089,134.924,4,Poison,https://api.spotify.com/v1/tracks/6fsKff07DLzwSzKlWN3YOp,audio_features,spotify:track:6fsKff07DLzwSzKlWN3YOp,0.356
27,0.0108,https://api.spotify.com/v1/audio-analysis/2T1BgJaI7o9hfG1JEmYyyD,Groove Coverage,0.647,185960,0.961,techno,2T1BgJaI7o9hfG1JEmYyyD,0.000244,11,0.35,-6.132,0,0.075,140.021,4,Runaway,https://api.spotify.com/v1/tracks/2T1BgJaI7o9hfG1JEmYyyD,audio_features,spotify:track:2T1BgJaI7o9hfG1JEmYyyD,0.658
28,0.00482,https://api.spotify.com/v1/audio-analysis/39klJp6uUFhVnBukIYPNNZ,Groove Coverage,0.585,233973,0.957,techno,39klJp6uUFhVnBukIYPNNZ,0.00738,3,0.124,-6.787,0,0.0413,139.982,4,Last Unicorn,https://api.spotify.com/v1/tracks/39klJp6uUFhVnBukIYPNNZ,audio_features,spotify:track:39klJp6uUFhVnBukIYPNNZ,0.225
29,0.0106,https://api.spotify.com/v1/audio-analysis/028iAt8bwC1ZblVPeyA5OY,Groove Coverage,0.511,190200,0.882,techno,028iAt8bwC1ZblVPeyA5OY,0.00203,11,0.611,-7.634,0,0.0324,137.932,4,Angel From Above,https://api.spotify.com/v1/tracks/028iAt8bwC1ZblVPeyA5OY,audio_features,spotify:track:028iAt8bwC1ZblVPeyA5OY,0.258
30,0.00602,https://api.spotify.com/v1/audio-analysis/1XLTEwGiLp730GjPYzuhK5,Groove Coverage,0.516,198640,0.747,techno,1XLTEwGiLp730GjPYzuhK5,0.0,0,0.0736,-5.842,1,0.181,139.878,4,Living On A Prayer,https://api.spotify.com/v1/tracks/1XLTEwGiLp730GjPYzuhK5,audio_features,spotify:track:1XLTEwGiLp730GjPYzuhK5,0.0483
31,0.00387,https://api.spotify.com/v1/audio-analysis/2dQPeZMPaaF6YG60ptHlFd,Groove Coverage,0.603,213787,0.965,techno,2dQPeZMPaaF6YG60ptHlFd,0.00682,11,0.29,-7.199,1,0.0395,140.025,4,Call Me,https://api.spotify.com/v1/tracks/2dQPeZMPaaF6YG60ptHlFd,audio_features,spotify:track:2dQPeZMPaaF6YG60ptHlFd,0.449
32,0.0165,https://api.spotify.com/v1/audio-analysis/2JvF3f32bBEUyRiDbWYclj,Groove Coverage,0.659,228587,0.967,techno,2JvF3f32bBEUyRiDbWYclj,0.0,11,0.334,-5.609,1,0.0481,134.998,4,Holy Virgin,https://api.spotify.com/v1/tracks/2JvF3f32bBEUyRiDbWYclj,audio_features,spotify:track:2JvF3f32bBEUyRiDbWYclj,0.73
33,0.863,https://api.spotify.com/v1/audio-analysis/7vnZeXT5rPnnDkOMBZImug,Groove Coverage,0.258,255920,0.292,techno,7vnZeXT5rPnnDkOMBZImug,0.0,9,0.2,-10.21,0,0.0356,172.672,3,Moonlight Shadow - Pure & Direct Version,https://api.spotify.com/v1/tracks/7vnZeXT5rPnnDkOMBZImug,audio_features,spotify:track:7vnZeXT5rPnnDkOMBZImug,0.427
34,0.287,https://api.spotify.com/v1/audio-analysis/2AWM0rhCOWj3nD23FKIHZp,Groove Coverage,0.77,229187,0.695,techno,2AWM0rhCOWj3nD23FKIHZp,0.0,10,0.186,-5.954,1,0.0242,101.988,4,She - Radio Edit,https://api.spotify.com/v1/tracks/2AWM0rhCOWj3nD23FKIHZp,audio_features,spotify:track:2AWM0rhCOWj3nD23FKIHZp,0.778
35,0.308,https://api.spotify.com/v1/audio-analysis/7IW4BS2bXC7JDT5sBmVP1A,Groove Coverage,0.435,200680,0.482,techno,7IW4BS2bXC7JDT5sBmVP1A,1.8e-06,5,0.136,-6.746,1,0.0261,75.023,4,November Night,https://api.spotify.com/v1/tracks/7IW4BS2bXC7JDT5sBmVP1A,audio_features,spotify:track:7IW4BS2bXC7JDT5sBmVP1A,0.133
36,0.261,https://api.spotify.com/v1/audio-analysis/3u2MsUt55sKrf2pBvK8nWU,Groove Coverage,0.632,207933,0.742,techno,3u2MsUt55sKrf2pBvK8nWU,0.0,1,0.0782,-5.286,0,0.0579,99.946,4,Only Love,https://api.spotify.com/v1/tracks/3u2MsUt55sKrf2pBvK8nWU,audio_features,spotify:track:3u2MsUt55sKrf2pBvK8nWU,0.325
37,0.389,https://api.spotify.com/v1/audio-analysis/3oZ5O3pWknNOhYhpZyN0VP,Groove Coverage,0.78,198427,0.877,techno,3oZ5O3pWknNOhYhpZyN0VP,0.0,7,0.675,-5.628,0,0.0345,120.016,4,Remember,https://api.spotify.com/v1/tracks/3oZ5O3pWknNOhYhpZyN0VP,audio_features,spotify:track:3oZ5O3pWknNOhYhpZyN0VP,0.65
38,0.138,https://api.spotify.com/v1/audio-analysis/4tV2dGjgfIWUXg33JSoJGL,Groove Coverage,0.446,221200,0.625,techno,4tV2dGjgfIWUXg33JSoJGL,0.0,11,0.315,-7.049,0,0.0775,74.23,4,When Love Lives In Heaven,https://api.spotify.com/v1/tracks/4tV2dGjgfIWUXg33JSoJGL,audio_features,spotify:track:4tV2dGjgfIWUXg33JSoJGL,0.493
39,0.0464,https://api.spotify.com/v1/audio-analysis/7yJ8MhL2pau4tVvlGNHdrN,Groove Coverage,0.553,258547,0.75,techno,7yJ8MhL2pau4tVvlGNHdrN,0.0,0,0.0953,-6.262,0,0.0383,181.791,4,Far Away From Home,https://api.spotify.com/v1/tracks/7yJ8MhL2pau4tVvlGNHdrN,audio_features,spotify:track:7yJ8MhL2pau4tVvlGNHdrN,0.57
40,0.103,https://api.spotify.com/v1/audio-analysis/6jfDqU3a4tEDJpvxeqf9jh,Groove Coverage,0.489,245320,0.777,techno,6jfDqU3a4tEDJpvxeqf9jh,0.0,2,0.416,-3.921,1,0.0272,142.011,4,When Life,https://api.spotify.com/v1/tracks/6jfDqU3a4tEDJpvxeqf9jh,audio_features,spotify:track:6jfDqU3a4tEDJpvxeqf9jh,0.515
41,0.826,https://api.spotify.com/v1/audio-analysis/26y24mRndX1DHiOf6KiugX,Groove Coverage,0.445,192200,0.305,techno,26y24mRndX1DHiOf6KiugX,0.0,2,0.268,-9.225,1,0.0266,100.309,4,Lullaby For Love,https://api.spotify.com/v1/tracks/26y24mRndX1DHiOf6KiugX,audio_features,spotify:track:26y24mRndX1DHiOf6KiugX,0.301
42,0.494,https://api.spotify.com/v1/audio-analysis/5IbZR7j12Kp94ZKRJpmkLQ,Groove Coverage,0.76,212467,0.795,techno,5IbZR7j12Kp94ZKRJpmkLQ,0.0,0,0.112,-7.139,0,0.0908,119.994,4,You,https://api.spotify.com/v1/tracks/5IbZR7j12Kp94ZKRJpmkLQ,audio_features,spotify:track:5IbZR7j12Kp94ZKRJpmkLQ,0.593
43,0.00169,https://api.spotify.com/v1/audio-analysis/5UDYZ2CFJXnJXD45C7zflX,Groove Coverage,0.706,178533,0.507,techno,5UDYZ2CFJXnJXD45C7zflX,3.33e-06,11,0.256,-6.289,0,0.0301,127.988,4,On The Radio,https://api.spotify.com/v1/tracks/5UDYZ2CFJXnJXD45C7zflX,audio_features,spotify:track:5UDYZ2CFJXnJXD45C7zflX,0.669
44,3.48e-05,https://api.spotify.com/v1/audio-analysis/7r5SThIs9VMooqwBm83tWt,Groove Coverage,0.447,171987,0.837,techno,7r5SThIs9VMooqwBm83tWt,2.41e-06,3,0.104,-3.86,0,0.0413,132.046,4,21st Century Digital Girl,https://api.spotify.com/v1/tracks/7r5SThIs9VMooqwBm83tWt,audio_features,spotify:track:7r5SThIs9VMooqwBm83tWt,0.55
45,1.28e-05,https://api.spotify.com/v1/audio-analysis/6h5iJV0oZEZtfkAW7JbdkS,Groove Coverage,0.507,333880,0.925,techno,6h5iJV0oZEZtfkAW7JbdkS,0.846,2,0.04,-5.176,1,0.0608,142.951,4,I Need You - Dj U*hey Remix,https://api.spotify.com/v1/tracks/6h5iJV0oZEZtfkAW7JbdkS,audio_features,spotify:track:6h5iJV0oZEZtfkAW7JbdkS,0.652
46,0.000145,https://api.spotify.com/v1/audio-analysis/5AHbwRnmgACVloR2E68jEE,Groove Coverage,0.63,365520,0.972,techno,5AHbwRnmgACVloR2E68jEE,0.118,11,0.351,-7.199,1,0.3,140.052,4,21st Century Digital Girl - Satomi Mix,https://api.spotify.com/v1/tracks/5AHbwRnmgACVloR2E68jEE,audio_features,spotify:track:5AHbwRnmgACVloR2E68jEE,0.188
47,0.00691,https://api.spotify.com/v1/audio-analysis/6nBnTdTLk1x8bHAALO5HWC,Groove Coverage,0.722,354120,0.996,techno,6nBnTdTLk1x8bHAALO5HWC,0.0111,10,0.522,-4.295,1,0.0775,140.003,4,She - Skam Mix,https://api.spotify.com/v1/tracks/6nBnTdTLk1x8bHAALO5HWC,audio_features,spotify:track:6nBnTdTLk1x8bHAALO5HWC,0.495
48,0.000317,https://api.spotify.com/v1/audio-analysis/7nmQCJyYYdLLrx81yXQYzN,Adam Beyer,0.701,667775,0.77,techno,7nmQCJyYYdLLrx81yXQYzN,0.83,2,0.326,-4.94,1,0.13,128.029,3,The Color Out of Space,https://api.spotify.com/v1/tracks/7nmQCJyYYdLLrx81yXQYzN,audio_features,spotify:track:7nmQCJyYYdLLrx81yXQYzN,0.242
49,0.00307,https://api.spotify.com/v1/audio-analysis/3cXFOC8LAtFNmMSgUuokBy,Adam Beyer,0.79,514968,0.83,techno,3cXFOC8LAtFNmMSgUuokBy,0.878,7,0.112,-7.956,1,0.049,127.997,4,Lovecraft,https://api.spotify.com/v1/tracks/3cXFOC8LAtFNmMSgUuokBy,audio_features,spotify:track:3cXFOC8LAtFNmMSgUuokBy,0.329
50,0.26,https://api.spotify.com/v1/audio-analysis/3BW5P687P9knMJCgS7AtPa,ItaloBrothers,0.615,205467,0.895,techno,3BW5P687P9knMJCgS7AtPa,0.0,4,0.335,-5.15,0,0.0861,149.975,4,Love Is On Fire - Radio Edit,https://api.spotify.com/v1/tracks/3BW5P687P9knMJCgS7AtPa,audio_features,spotify:track:3BW5P687P9knMJCgS7AtPa,0.504
51,0.216,https://api.spotify.com/v1/audio-analysis/2ojmEzIlPNLFZ3103hdscq,ItaloBrothers,0.68,312053,0.758,techno,2ojmEzIlPNLFZ3103hdscq,8.63e-05,4,0.345,-6.225,0,0.133,150.004,4,Love Is On Fire - Extended,https://api.spotify.com/v1/tracks/2ojmEzIlPNLFZ3103hdscq,audio_features,spotify:track:2ojmEzIlPNLFZ3103hdscq,0.68
52,0.00619,https://api.spotify.com/v1/audio-analysis/4zMCdGeuTwkz8v2ILvcnnt,ItaloBrothers,0.688,219973,0.873,techno,4zMCdGeuTwkz8v2ILvcnnt,1.55e-05,4,0.223,-7.723,0,0.0826,130.025,4,Love Is On Fire - Rob & Chris Radio Edit,https://api.spotify.com/v1/tracks/4zMCdGeuTwkz8v2ILvcnnt,audio_features,spotify:track:4zMCdGeuTwkz8v2ILvcnnt,0.59
53,0.0053,https://api.spotify.com/v1/audio-analysis/4eQCaRuDrKwYCqWPUgGsnC,ItaloBrothers,0.752,314000,0.662,techno,4eQCaRuDrKwYCqWPUgGsnC,0.00193,4,0.0814,-8.742,0,0.0786,130.003,4,Love Is On Fire - Rob & Chris Remix,https://api.spotify.com/v1/tracks/4eQCaRuDrKwYCqWPUgGsnC,audio_features,spotify:track:4eQCaRuDrKwYCqWPUgGsnC,0.7
54,0.0419,https://api.spotify.com/v1/audio-analysis/7xMUgyPaEjZswMADlCR4y5,ItaloBrothers,0.587,421547,0.699,techno,7xMUgyPaEjZswMADlCR4y5,0.641,4,0.365,-9.401,0,0.0296,135.007,4,Love Is On Fire - Kenny Hayes Blue Sqhere Remix,https://api.spotify.com/v1/tracks/7xMUgyPaEjZswMADlCR4y5,audio_features,spotify:track:7xMUgyPaEjZswMADlCR4y5,0.376
55,0.000558,https://api.spotify.com/v1/audio-analysis/718VME4Gn6yMF69MIsnFQj,ItaloBrothers,0.611,298280,0.907,techno,718VME4Gn6yMF69MIsnFQj,0.0002,4,0.0466,-6.341,0,0.0437,144.987,4,Love Is On Fire - Jasper Remix,https://api.spotify.com/v1/tracks/718VME4Gn6yMF69MIsnFQj,audio_features,spotify:track:718VME4Gn6yMF69MIsnFQj,0.764
56,0.00223,https://api.spotify.com/v1/audio-analysis/2WmMS5ywTwzjaPtqrYKX0q,ItaloBrothers,0.62,286413,0.973,techno,2WmMS5ywTwzjaPtqrYKX0q,3.75e-05,4,0.0796,-2.404,0,0.119,149.977,4,Love Is On Fire - Hypasonic Remix,https://api.spotify.com/v1/tracks/2WmMS5ywTwzjaPtqrYKX0q,audio_features,spotify:track:2WmMS5ywTwzjaPtqrYKX0q,0.824
57,0.0213,https://api.spotify.com/v1/audio-analysis/5Nr1ZcH9PGTiQdGl9HCCS1,Basshunter feat. DJ Mental Theos Bazzheadz,0.639,148187,0.976,techno,5Nr1ZcH9PGTiQdGl9HCCS1,0.0,1,0.0856,-5.503,1,0.354,147.99,4,Now You're Gone - Video Edit,https://api.spotify.com/v1/tracks/5Nr1ZcH9PGTiQdGl9HCCS1,audio_features,spotify:track:5Nr1ZcH9PGTiQdGl9HCCS1,0.354
58,0.164,https://api.spotify.com/v1/audio-analysis/2PTvik6EqPAIYOclAB3SU8,Basshunter,0.645,176453,0.984,techno,2PTvik6EqPAIYOclAB3SU8,0.00701,4,0.164,-7.051,1,0.0508,144.954,4,All I Ever Wanted - Radio Edit,https://api.spotify.com/v1/tracks/2PTvik6EqPAIYOclAB3SU8,audio_features,spotify:track:2PTvik6EqPAIYOclAB3SU8,0.553
59,0.0159,https://api.spotify.com/v1/audio-analysis/5DPPZ6M2PhXkoprFbCUEIO,Basshunter,0.389,155307,0.988,techno,5DPPZ6M2PhXkoprFbCUEIO,0.00561,1,0.347,-5.357,1,0.335,104.286,3,Please Don't Go - Radio Edit,https://api.spotify.com/v1/tracks/5DPPZ6M2PhXkoprFbCUEIO,audio_features,spotify:track:5DPPZ6M2PhXkoprFbCUEIO,0.0781
60,0.202,https://api.spotify.com/v1/audio-analysis/0ZuR3LK4dFYYLjeF6tZC38,Basshunter,0.656,225933,0.998,techno,0ZuR3LK4dFYYLjeF6tZC38,1.77e-06,2,0.199,-6.058,1,0.0829,140.003,4,I Miss You,https://api.spotify.com/v1/tracks/0ZuR3LK4dFYYLjeF6tZC38,audio_features,spotify:track:0ZuR3LK4dFYYLjeF6tZC38,0.155
61,0.0286,https://api.spotify.com/v1/audio-analysis/0lb8mRYiT8ZfxG8e99wFHD,Basshunter,0.61,201293,0.994,techno,0lb8mRYiT8ZfxG8e99wFHD,0.00111,8,0.0609,-5.631,1,0.0493,140.053,4,Angel In The Night,https://api.spotify.com/v1/tracks/0lb8mRYiT8ZfxG8e99wFHD,audio_features,spotify:track:0lb8mRYiT8ZfxG8e99wFHD,0.682
62,0.00633,https://api.spotify.com/v1/audio-analysis/4nVriN1Dj7DCZL2VLFL9Gf,Basshunter,0.587,192027,0.982,techno,4nVriN1Dj7DCZL2VLFL9Gf,0.0787,9,0.0573,-6.274,1,0.0459,140.01,4,In Her Eyes,https://api.spotify.com/v1/tracks/4nVriN1Dj7DCZL2VLFL9Gf,audio_features,spotify:track:4nVriN1Dj7DCZL2VLFL9Gf,0.466
63,0.135,https://api.spotify.com/v1/audio-analysis/5gmhoZb2e9UVW2nmC7X35C,Basshunter,0.664,230480,0.997,techno,5gmhoZb2e9UVW2nmC7X35C,5.68e-05,11,0.364,-4.237,1,0.0636,142.014,4,Love You More,https://api.spotify.com/v1/tracks/5gmhoZb2e9UVW2nmC7X35C,audio_features,spotify:track:5gmhoZb2e9UVW2nmC7X35C,0.342
64,0.00758,https://api.spotify.com/v1/audio-analysis/3FMhOHaLDx5NYEzSWRyJ9r,Basshunter,0.561,194267,0.968,techno,3FMhOHaLDx5NYEzSWRyJ9r,5.51e-05,6,0.218,-5.879,0,0.103,144.962,4,Camilla,https://api.spotify.com/v1/tracks/3FMhOHaLDx5NYEzSWRyJ9r,audio_features,spotify:track:3FMhOHaLDx5NYEzSWRyJ9r,0.509
65,0.129,https://api.spotify.com/v1/audio-analysis/2MTAtDQI31q3WqxC1Z9vxs,Basshunter,0.643,266907,0.98,techno,2MTAtDQI31q3WqxC1Z9vxs,0.00147,8,0.124,-6.204,1,0.0469,144.972,4,Dream Girl,https://api.spotify.com/v1/tracks/2MTAtDQI31q3WqxC1Z9vxs,audio_features,spotify:track:2MTAtDQI31q3WqxC1Z9vxs,0.282
