,acousticness,analysis_url,artist,danceability,duration_ms,energy,genre,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,title,track_href,type,uri,valence
15,0.00136,https://api.spotify.com/v1/audio-analysis/2hzHhqissy9LITtm8PTXtZ,Mampi Swift,0.487,307616,0.98,drum-and-bass,2hzHhqissy9LITtm8PTXtZ,0.902,11,0.315,-3.219,0,0.145,174.988,4,Gangster,https://api.spotify.com/v1/tracks/2hzHhqissy9LITtm8PTXtZ,audio_features,spotify:track:2hzHhqissy9LITtm8PTXtZ,0.42
16,0.000181,https://api.spotify.com/v1/audio-analysis/1Sz2HeTyTskObgMcUGy5uw,Black Sun Empire & Noisia,0.37,320292,0.976,drum-and-bass,1Sz2HeTyTskObgMcUGy5uw,0.811,4,0.207,-3.504,1,0.133,172.024,4,Feed The Machine,https://api.spotify.com/v1/tracks/1Sz2HeTyTskObgMcUGy5uw,audio_features,spotify:track:1Sz2HeTyTskObgMcUGy5uw,0.0809
17,0.000156,https://api.spotify.com/v1/audio-analysis/17ZzpJiyHnUJ5JTnp1nr4z,Mark Knight feat. Skin,0.517,398024,0.922,drum-and-bass,17ZzpJiyHnUJ5JTnp1nr4z,0.0139,11,0.215,-4.482,0,0.165,113.987,5,Nothing Matters - Noisia Remix,https://api.spotify.com/v1/tracks/17ZzpJiyHnUJ5JTnp1nr4z,audio_features,spotify:track:17ZzpJiyHnUJ5JTnp1nr4z,0.0687
18,0.000214,https://api.spotify.com/v1/audio-analysis/2cxfoVfIzlwgm3uU00sX9m,Dr Meaker,0.538,296551,0.945,drum-and-bass,2cxfoVfIzlwgm3uU00sX9m,0.0522,5,0.254,-3.593,0,0.285,175.986,4,Fighter,https://api.spotify.com/v1/tracks/2cxfoVfIzlwgm3uU00sX9m,audio_features,spotify:track:2cxfoVfIzlwgm3uU00sX9m,0.189
19,0.000297,https://api.spotify.com/v1/audio-analysis/1n2VdeLKjE1ZyW4Yw3W8PN,Netsky,0.494,387707,0.937,drum-and-bass,1n2VdeLKjE1ZyW4Yw3W8PN,0.924,10,0.358,-3.204,0,0.0571,175.002,4,I Refuse - Shockone Remix,https://api.spotify.com/v1/tracks/1n2VdeLKjE1ZyW4Yw3W8PN,audio_features,spotify:track:1n2VdeLKjE1ZyW4Yw3W8PN,0.372
20,9.42e-05,https://api.spotify.com/v1/audio-analysis/4nett6cGBoYPnEXMJZmtQG,HoldTight,0.431,300667,0.941,drum-and-bass,4nett6cGBoYPnEXMJZmtQG,0.688,1,0.382,-3.397,1,0.0682,174.004,4,Lounge - DC Breaks Remix,https://api.spotify.com/v1/tracks/4nett6cGBoYPnEXMJZmtQG,audio_features,spotify:track:4nett6cGBoYPnEXMJZmtQG,0.319
21,0.00486,https://api.spotify.com/v1/audio-analysis/1lyQ4NyxNtdgBuPqX94hpr,Blue Sonix,0.509,271893,0.94,drum-and-bass,1lyQ4NyxNtdgBuPqX94hpr,0.0626,2,0.617,-2.428,1,0.243,173.986,4,Luv Me - Logistics VIP Mix,https://api.spotify.com/v1/tracks/1lyQ4NyxNtdgBuPqX94hpr,audio_features,spotify:track:1lyQ4NyxNtdgBuPqX94hpr,0.201
22,0.000582,https://api.spotify.com/v1/audio-analysis/6S26nPeVN60xrSVYR5GDTl,Bcee,0.228,388840,0.85,drum-and-bass,6S26nPeVN60xrSVYR5GDTl,0.111,6,0.367,-3.767,1,0.0533,173.959,4,Mr Bidigan - Total Science Remix,https://api.spotify.com/v1/tracks/6S26nPeVN60xrSVYR5GDTl,audio_features,spotify:track:6S26nPeVN60xrSVYR5GDTl,0.185
23,0.00064,https://api.spotify.com/v1/audio-analysis/1EfdA5EsQdjhwl3HrpQx6g,Netsky,0.467,311973,0.993,drum-and-bass,1EfdA5EsQdjhwl3HrpQx6g,0.94,1,0.472,-1.764,0,0.115,174.031,4,Hold On To Love - Cyantific Remix,https://api.spotify.com/v1/tracks/1EfdA5EsQdjhwl3HrpQx6g,audio_features,spotify:track:1EfdA5EsQdjhwl3HrpQx6g,0.115
24,0.000808,https://api.spotify.com/v1/audio-analysis/4QYCtAFIXgUBlKJKA24cD0,Redeyes,0.401,361107,0.988,drum-and-bass,4QYCtAFIXgUBlKJKA24cD0,0.855,6,0.273,-1.916,0,0.126,174.025,4,Poetry In Motion - Utah Jazz Remix,https://api.spotify.com/v1/tracks/4QYCtAFIXgUBlKJKA24cD0,audio_features,spotify:track:4QYCtAFIXgUBlKJKA24cD0,0.315
25,0.000308,https://api.spotify.com/v1/audio-analysis/1mNgi4aT0LZTrtI1RqonPy,Bcee,0.212,339493,0.97,drum-and-bass,1mNgi4aT0LZTrtI1RqonPy,0.639,9,0.297,-2.474,0,0.171,174.961,4,Help You - Shockone Remix,https://api.spotify.com/v1/tracks/1mNgi4aT0LZTrtI1RqonPy,audio_features,spotify:track:1mNgi4aT0LZTrtI1RqonPy,0.135
26,0.0262,https://api.spotify.com/v1/audio-analysis/5G9gCKGsEtwQlNUqN9nVbS,LAOS,0.653,333320,0.934,drum-and-bass,5G9gCKGsEtwQlNUqN9nVbS,0.00999,9,0.0484,-2.284,1,0.0949,174.99,4,Formatted - Mutated Forms Remix,https://api.spotify.com/v1/tracks/5G9gCKGsEtwQlNUqN9nVbS,audio_features,spotify:track:5G9gCKGsEtwQlNUqN9nVbS,0.291
27,0.000696,https://api.spotify.com/v1/audio-analysis/57FtsslotRWMOF31KNpVpn,Netsky,0.455,341094,0.973,drum-and-bass,57FtsslotRWMOF31KNpVpn,0.00069,4,0.173,-1.054,0,0.0423,87.499,4,Tomorrows Another Day - VIP Mix,https://api.spotify.com/v1/tracks/57FtsslotRWMOF31KNpVpn,audio_features,spotify:track:57FtsslotRWMOF31KNpVpn,0.332
28,0.0011,https://api.spotify.com/v1/audio-analysis/74e3hDOJSSuL30ZDZPzD4m,"Wickaman, Hoodlum and Mavrik",0.514,333435,0.991,drum-and-bass,74e3hDOJSSuL30ZDZPzD4m,0.189,6,0.0784,1.566,1,0.05,177.032,4,Na Fool Me Again,https://api.spotify.com/v1/tracks/74e3hDOJSSuL30ZDZPzD4m,audio_features,spotify:track:74e3hDOJSSuL30ZDZPzD4m,0.91
29,0.000219,https://api.spotify.com/v1/audio-analysis/6CS5CxMsaw9IcEdDmDfChN,Potential Badboy,0.547,327688,0.938,drum-and-bass,6CS5CxMsaw9IcEdDmDfChN,0.0,5,0.273,-0.951,1,0.194,178.006,4,Cant Stop Me,https://api.spotify.com/v1/tracks/6CS5CxMsaw9IcEdDmDfChN,audio_features,spotify:track:6CS5CxMsaw9IcEdDmDfChN,0.538
30,0.0121,https://api.spotify.com/v1/audio-analysis/0LtQLQtqdLiUdnWhWhBFO4,Shimah,0.417,424156,0.922,drum-and-bass,0LtQLQtqdLiUdnWhWhBFO4,0.796,1,0.547,-4.224,1,0.0496,87.945,4,Electro Step,https://api.spotify.com/v1/tracks/0LtQLQtqdLiUdnWhWhBFO4,audio_features,spotify:track:0LtQLQtqdLiUdnWhWhBFO4,0.0677
31,0.00543,https://api.spotify.com/v1/audio-analysis/2CpgTgjU1BBBa2HJb33Qha,Sub Zero,0.68,412800,0.557,drum-and-bass,2CpgTgjU1BBBa2HJb33Qha,0.78,4,0.0974,-5.054,0,0.029,87.516,4,Make You Wanna Do Right,https://api.spotify.com/v1/tracks/2CpgTgjU1BBBa2HJb33Qha,audio_features,spotify:track:2CpgTgjU1BBBa2HJb33Qha,0.051
32,0.000532,https://api.spotify.com/v1/audio-analysis/1QdLR85XKEeF8kBn3psXb2,Erb N Dub and Legacy,0.499,345600,0.969,drum-and-bass,1QdLR85XKEeF8kBn3psXb2,0.79,1,0.72,-2.674,1,0.284,175.277,4,Alaska,https://api.spotify.com/v1/tracks/1QdLR85XKEeF8kBn3psXb2,audio_features,spotify:track:1QdLR85XKEeF8kBn3psXb2,0.32
33,0.00067,https://api.spotify.com/v1/audio-analysis/1a40X1CsvTPGkd9KB85d3d,Camo & Krooked,0.361,290746,0.951,drum-and-bass,1a40X1CsvTPGkd9KB85d3d,0.0232,7,0.356,-2.864,0,0.264,174.957,4,Get Dirty - Smooth Remix,https://api.spotify.com/v1/tracks/1a40X1CsvTPGkd9KB85d3d,audio_features,spotify:track:1a40X1CsvTPGkd9KB85d3d,0.0718
34,0.00513,https://api.spotify.com/v1/audio-analysis/0Z99qIN6Vur4XDCI6ez7A2,Camo & Krooked,0.397,296145,0.865,drum-and-bass,0Z99qIN6Vur4XDCI6ez7A2,0.000438,5,0.56,-3.498,0,0.0428,173.954,4,Lost in the Future,https://api.spotify.com/v1/tracks/0Z99qIN6Vur4XDCI6ez7A2,audio_features,spotify:track:0Z99qIN6Vur4XDCI6ez7A2,0.247
35,0.000298,https://api.spotify.com/v1/audio-analysis/29mwaZVWzTiVgou4ghU1xT,Camo & Krooked,0.497,272914,0.851,drum-and-bass,29mwaZVWzTiVgou4ghU1xT,0.892,6,0.0897,-4.193,0,0.042,175.004,4,Dusk to Dawn,https://api.spotify.com/v1/tracks/29mwaZVWzTiVgou4ghU1xT,audio_features,spotify:track:29mwaZVWzTiVgou4ghU1xT,0.254
36,0.00135,https://api.spotify.com/v1/audio-analysis/7hFHegJcdgPdn50M1TD6Ln,Camo & Krooked,0.448,268800,0.928,drum-and-bass,7hFHegJcdgPdn50M1TD6Ln,0.918,2,0.051,-4.209,0,0.033,174.962,4,Afterlife - BCee Remix,https://api.spotify.com/v1/tracks/7hFHegJcdgPdn50M1TD6Ln,audio_features,spotify:track:7hFHegJcdgPdn50M1TD6Ln,0.158
37,0.000251,https://api.spotify.com/v1/audio-analysis/2VX3ipieAnS2rnyTLzDLwS,Camo & Krooked,0.409,288000,0.769,drum-and-bass,2VX3ipieAnS2rnyTLzDLwS,0.381,2,0.139,-4.224,0,0.0335,175.047,4,Cross the Line - Metrik Remix,https://api.spotify.com/v1/tracks/2VX3ipieAnS2rnyTLzDLwS,audio_features,spotify:track:2VX3ipieAnS2rnyTLzDLwS,0.0981
38,0.0302,https://api.spotify.com/v1/audio-analysis/43KKzNhfGPIkj5grs4oBzV,Camo & Krooked,0.507,278916,0.916,drum-and-bass,43KKzNhfGPIkj5grs4oBzV,0.812,7,0.106,-5.35,0,0.0498,175.03,4,Anubis - Inside Info Remix,https://api.spotify.com/v1/tracks/43KKzNhfGPIkj5grs4oBzV,audio_features,spotify:track:43KKzNhfGPIkj5grs4oBzV,0.123
39,0.00143,https://api.spotify.com/v1/audio-analysis/6bFLRvcOn4obBpHliIYeZJ,Camo & Krooked,0.442,257969,0.648,drum-and-bass,6bFLRvcOn4obBpHliIYeZJ,0.469,8,0.662,-5.692,1,0.0465,174.931,4,Further Away,https://api.spotify.com/v1/tracks/6bFLRvcOn4obBpHliIYeZJ,audio_features,spotify:track:6bFLRvcOn4obBpHliIYeZJ,0.1
40,0.000221,https://api.spotify.com/v1/audio-analysis/5TtPEFYnYlzEbEsA5nHJYq,Camo & Krooked,0.463,321429,0.992,drum-and-bass,5TtPEFYnYlzEbEsA5nHJYq,0.656,1,0.0871,-0.735,1,0.0773,175.05,4,Run Riot - Sub Zero Remix,https://api.spotify.com/v1/tracks/5TtPEFYnYlzEbEsA5nHJYq,audio_features,spotify:track:5TtPEFYnYlzEbEsA5nHJYq,0.189
41,9.97e-05,https://api.spotify.com/v1/audio-analysis/3J9Nqv2oQ7rxMr2vTOL9CN,Camo & Krooked,0.151,249979,0.992,drum-and-bass,3J9Nqv2oQ7rxMr2vTOL9CN,0.885,0,0.364,-2.226,0,0.0712,117.665,5,Cryptkeeper - Mind Vortex Remix,https://api.spotify.com/v1/tracks/3J9Nqv2oQ7rxMr2vTOL9CN,audio_features,spotify:track:3J9Nqv2oQ7rxMr2vTOL9CN,0.537
42,0.0127,https://api.spotify.com/v1/audio-analysis/4Ca8dKpEJ3Hla0XnJPSARX,Camo & Krooked,0.395,295173,0.849,drum-and-bass,4Ca8dKpEJ3Hla0XnJPSARX,0.658,10,0.103,-3.814,0,0.0435,174.001,4,All Fall Down - Fred V & Grafix Remix,https://api.spotify.com/v1/tracks/4Ca8dKpEJ3Hla0XnJPSARX,audio_features,spotify:track:4Ca8dKpEJ3Hla0XnJPSARX,0.115
43,0.000164,https://api.spotify.com/v1/audio-analysis/6GcXCkjPiuD99OrtFH2s88,Camo & Krooked,0.31,250678,0.756,drum-and-bass,6GcXCkjPiuD99OrtFH2s88,0.778,9,0.726,-3.249,1,0.145,140.042,4,Hot Pursuit - Funtcase Remix,https://api.spotify.com/v1/tracks/6GcXCkjPiuD99OrtFH2s88,audio_features,spotify:track:6GcXCkjPiuD99OrtFH2s88,0.318
44,7.37e-06,https://api.spotify.com/v1/audio-analysis/1RgCtduuqSXzFjHnuAW2Km,Camo & Krooked,0.358,277468,0.969,drum-and-bass,1RgCtduuqSXzFjHnuAW2Km,7.05e-05,6,0.0865,-3.109,0,0.14,173.016,4,Watch It Burn - High Maintenence Remix,https://api.spotify.com/v1/tracks/1RgCtduuqSXzFjHnuAW2Km,audio_features,spotify:track:1RgCtduuqSXzFjHnuAW2Km,0.143
45,0.000218,https://api.spotify.com/v1/audio-analysis/1KibqiW18YSYSCnhorGAh2,Camo & Krooked,0.362,300641,0.93,drum-and-bass,1KibqiW18YSYSCnhorGAh2,0.876,3,0.641,-3.725,0,0.038,175.074,4,Change Me - Submorphics Remix,https://api.spotify.com/v1/tracks/1KibqiW18YSYSCnhorGAh2,audio_features,spotify:track:1KibqiW18YSYSCnhorGAh2,0.511
46,0.000855,https://api.spotify.com/v1/audio-analysis/19ayyJLKWE9fTMrDBPzsg8,Camo & Krooked,0.555,227046,0.938,drum-and-bass,19ayyJLKWE9fTMrDBPzsg8,0.732,11,0.128,-2.204,0,0.0337,140.019,4,Hot Pursuit - Dead Battery Remix,https://api.spotify.com/v1/tracks/19ayyJLKWE9fTMrDBPzsg8,audio_features,spotify:track:19ayyJLKWE9fTMrDBPzsg8,0.156
47,0.00169,https://api.spotify.com/v1/audio-analysis/2Gn2pcg8t8aNnaC2JzxYs6,Camo & Krooked,0.544,345802,0.963,drum-and-bass,2Gn2pcg8t8aNnaC2JzxYs6,0.798,6,0.571,-2.531,1,0.12,171.962,4,Menace - Mefjus Remix,https://api.spotify.com/v1/tracks/2Gn2pcg8t8aNnaC2JzxYs6,audio_features,spotify:track:2Gn2pcg8t8aNnaC2JzxYs6,0.228
48,0.106,https://api.spotify.com/v1/audio-analysis/1iMEGR32oX9hKfKpCC3K8f,Camo & Krooked,0.494,347419,0.52,drum-and-bass,1iMEGR32oX9hKfKpCC3K8f,0.829,10,0.104,-7.835,0,0.0379,174.976,4,Portal - Subwave Remix,https://api.spotify.com/v1/tracks/1iMEGR32oX9hKfKpCC3K8f,audio_features,spotify:track:1iMEGR32oX9hKfKpCC3K8f,0.0398
49,0.000615,https://api.spotify.com/v1/audio-analysis/6tsIyFwvcswIyx6MVBmyLF,Camo & Krooked,0.52,320365,0.918,drum-and-bass,6tsIyFwvcswIyx6MVBmyLF,0.00944,5,0.0875,-2.298,1,0.14,173.964,4,Make the Call - Drum & Bass Mix,https://api.spotify.com/v1/tracks/6tsIyFwvcswIyx6MVBmyLF,audio_features,spotify:track:6tsIyFwvcswIyx6MVBmyLF,0.549
50,0.000251,https://api.spotify.com/v1/audio-analysis/7pGAtcbpIVoyJizObfjpWw,Camo & Krooked,0.373,272151,0.966,drum-and-bass,7pGAtcbpIVoyJizObfjpWw,0.408,1,0.0607,-1.976,0,0.329,175.079,4,The Lesson - Body & Soul vs Fourward Remix,https://api.spotify.com/v1/tracks/7pGAtcbpIVoyJizObfjpWw,audio_features,spotify:track:7pGAtcbpIVoyJizObfjpWw,0.553
51,0.0193,https://api.spotify.com/v1/audio-analysis/2TakWZCyBSxVE4GBjIzjaz,Camo & Krooked,0.551,276563,0.933,drum-and-bass,2TakWZCyBSxVE4GBjIzjaz,0.0909,7,0.233,-4.879,1,0.482,127.988,4,Hot Pursuit - Cazio Remix,https://api.spotify.com/v1/tracks/2TakWZCyBSxVE4GBjIzjaz,audio_features,spotify:track:2TakWZCyBSxVE4GBjIzjaz,0.483
52,0.00186,https://api.spotify.com/v1/audio-analysis/40N0gnz2Lwow543raMnIm8,Fred V & Grafix,0.505,259880,0.699,drum-and-bass,40N0gnz2Lwow543raMnIm8,0.654,2,0.122,-5.771,1,0.0435,173.979,4,Goggles,https://api.spotify.com/v1/tracks/40N0gnz2Lwow543raMnIm8,audio_features,spotify:track:40N0gnz2Lwow543raMnIm8,0.213
53,0.086,https://api.spotify.com/v1/audio-analysis/4BlkYkdX6MGJNKNbFbjazE,Fred V & Grafix,0.379,273082,0.879,drum-and-bass,4BlkYkdX6MGJNKNbFbjazE,0.197,7,0.124,-5.851,0,0.0432,174.049,4,Games People Play,https://api.spotify.com/v1/tracks/4BlkYkdX6MGJNKNbFbjazE,audio_features,spotify:track:4BlkYkdX6MGJNKNbFbjazE,0.0335
54,0.000737,https://api.spotify.com/v1/audio-analysis/6yzIPt3rrQOFH7uywj31HJ,Fred V & Grafix,0.45,293916,0.886,drum-and-bass,6yzIPt3rrQOFH7uywj31HJ,0.951,0,0.0946,-4.949,1,0.0373,173.988,4,Denmark Road,https://api.spotify.com/v1/tracks/6yzIPt3rrQOFH7uywj31HJ,audio_features,spotify:track:6yzIPt3rrQOFH7uywj31HJ,0.0387
55,0.000425,https://api.spotify.com/v1/audio-analysis/6mClb76jx4JHBU1kh0PZW7,Fred V & Grafix,0.384,300047,0.744,drum-and-bass,6mClb76jx4JHBU1kh0PZW7,0.712,2,0.107,-6.386,0,0.0419,174.002,4,Basilisk,https://api.spotify.com/v1/tracks/6mClb76jx4JHBU1kh0PZW7,audio_features,spotify:track:6mClb76jx4JHBU1kh0PZW7,0.115
56,6.79e-05,https://api.spotify.com/v1/audio-analysis/16QiBAjmqzCXMNjdobcDLF,Dillinja,0.402,234707,0.593,drum-and-bass,16QiBAjmqzCXMNjdobcDLF,0.747,2,0.0947,-5.803,0,0.0695,171.737,4,Twist Em Out (original),https://api.spotify.com/v1/tracks/16QiBAjmqzCXMNjdobcDLF,audio_features,spotify:track:16QiBAjmqzCXMNjdobcDLF,0.319
57,0.00036,https://api.spotify.com/v1/audio-analysis/21DTlIUmuCSw2x4yFXaFsB,Dillinja,0.332,176200,0.828,drum-and-bass,21DTlIUmuCSw2x4yFXaFsB,0.0188,4,0.22,-3.718,0,0.0449,139.295,3,Twist Em Out (ft. Skibadee),https://api.spotify.com/v1/tracks/21DTlIUmuCSw2x4yFXaFsB,audio_features,spotify:track:21DTlIUmuCSw2x4yFXaFsB,0.2
58,0.000246,https://api.spotify.com/v1/audio-analysis/7rldmnVbb1bCGcmFFRZkNI,Dillinja,0.601,312747,0.815,drum-and-bass,7rldmnVbb1bCGcmFFRZkNI,0.846,1,0.185,-6.332,1,0.0702,174.969,4,Twist Em Out (Dj Fresh Mix),https://api.spotify.com/v1/tracks/7rldmnVbb1bCGcmFFRZkNI,audio_features,spotify:track:7rldmnVbb1bCGcmFFRZkNI,0.267
59,8.05e-05,https://api.spotify.com/v1/audio-analysis/7E9Az9lROXJD2WYA8CvVEU,Dillinja,0.609,403560,0.989,drum-and-bass,7E9Az9lROXJD2WYA8CvVEU,0.807,7,0.655,-5.228,1,0.235,172.063,4,Twist Em Out (Keaton Mix),https://api.spotify.com/v1/tracks/7E9Az9lROXJD2WYA8CvVEU,audio_features,spotify:track:7E9Az9lROXJD2WYA8CvVEU,0.297
60,0.000374,https://api.spotify.com/v1/audio-analysis/0uXdIhSahg138Prpfv1mns,Netsky,0.383,251176,0.924,drum-and-bass,0uXdIhSahg138Prpfv1mns,0.379,1,0.214,-4.307,0,0.0432,173.088,4,Love Has Gone,https://api.spotify.com/v1/tracks/0uXdIhSahg138Prpfv1mns,audio_features,spotify:track:0uXdIhSahg138Prpfv1mns,0.239
61,0.196,https://api.spotify.com/v1/audio-analysis/1sVixaoUWsvKq8K3KCVdBV,Netsky,0.524,279279,0.947,drum-and-bass,1sVixaoUWsvKq8K3KCVdBV,5.73e-05,9,0.181,-2.874,1,0.0903,174.01,4,The Whistle Song,https://api.spotify.com/v1/tracks/1sVixaoUWsvKq8K3KCVdBV,audio_features,spotify:track:1sVixaoUWsvKq8K3KCVdBV,0.603
62,0.00383,https://api.spotify.com/v1/audio-analysis/0YG2YUeAdg9mvZL21ReXAa,Netsky,0.524,257162,0.925,drum-and-bass,0YG2YUeAdg9mvZL21ReXAa,0.0806,11,0.0868,-2.752,1,0.0333,142.002,4,Wanna Die for You,https://api.spotify.com/v1/tracks/0YG2YUeAdg9mvZL21ReXAa,audio_features,spotify:track:0YG2YUeAdg9mvZL21ReXAa,0.315
63,0.000766,https://api.spotify.com/v1/audio-analysis/5XwcYDVIxO36IyTa5eelc1,Netsky,0.439,249449,0.855,drum-and-bass,5XwcYDVIxO36IyTa5eelc1,0.266,9,0.196,-4.968,0,0.101,172.965,4,Come Alive,https://api.spotify.com/v1/tracks/5XwcYDVIxO36IyTa5eelc1,audio_features,spotify:track:5XwcYDVIxO36IyTa5eelc1,0.286
