acousticness,analysis_url,danceability,duration_ms,energy,genre,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0.0154,https://api.spotify.com/v1/audio-analysis/2HN8Y2Mkp9xikxGR9VJXoa,0.618,234891,0.928,dubstep,2HN8Y2Mkp9xikxGR9VJXoa,3.95e-06,0,0.201,-5.19,1,0.211,140.031,4,https://api.spotify.com/v1/tracks/2HN8Y2Mkp9xikxGR9VJXoa,audio_features,spotify:track:2HN8Y2Mkp9xikxGR9VJXoa,0.37
0.00113,https://api.spotify.com/v1/audio-analysis/3rHFo3c176QQnZ3Ucdbp21,0.514,207040,0.909,dubstep,3rHFo3c176QQnZ3Ucdbp21,0.000627,11,0.067,-2.51,1,0.0369,159.972,4,https://api.spotify.com/v1/tracks/3rHFo3c176QQnZ3Ucdbp21,audio_features,spotify:track:3rHFo3c176QQnZ3Ucdbp21,0.219
0.00116,https://api.spotify.com/v1/audio-analysis/3ZZuPXCpUYAc1swtWt1LVG,0.643,249789,0.92,dubstep,3ZZuPXCpUYAc1swtWt1LVG,0.119,0,0.0697,-3.761,0,0.0593,139.981,4,https://api.spotify.com/v1/tracks/3ZZuPXCpUYAc1swtWt1LVG,audio_features,spotify:track:3ZZuPXCpUYAc1swtWt1LVG,0.766
0.000671,https://api.spotify.com/v1/audio-analysis/6LBX7JZtJK1wBYjvTZJYag,0.501,312118,0.722,dubstep,6LBX7JZtJK1wBYjvTZJYag,0.898,1,0.561,-5.437,1,0.0318,139.591,4,https://api.spotify.com/v1/tracks/6LBX7JZtJK1wBYjvTZJYag,audio_features,spotify:track:6LBX7JZtJK1wBYjvTZJYag,0.131
0.00517,https://api.spotify.com/v1/audio-analysis/4QXaFAxuQxKj9pkaZMACQU,0.572,140000,0.91,dubstep,4QXaFAxuQxKj9pkaZMACQU,0.0123,5,0.0889,-6.14,0,0.0457,105.938,4,https://api.spotify.com/v1/tracks/4QXaFAxuQxKj9pkaZMACQU,audio_features,spotify:track:4QXaFAxuQxKj9pkaZMACQU,0.707
0.00776,https://api.spotify.com/v1/audio-analysis/7B3oAN4lbPsRLCwaj3qoHA,0.399,280258,0.958,dubstep,7B3oAN4lbPsRLCwaj3qoHA,0.475,5,0.135,-2.757,0,0.0805,139.871,4,https://api.spotify.com/v1/tracks/7B3oAN4lbPsRLCwaj3qoHA,audio_features,spotify:track:7B3oAN4lbPsRLCwaj3qoHA,0.384
0.0452,https://api.spotify.com/v1/audio-analysis/22Mme5vsZ688TMUieIHdx3,0.756,212640,0.857,dubstep,22Mme5vsZ688TMUieIHdx3,0.0,2,0.121,-4.185,1,0.336,140.016,4,https://api.spotify.com/v1/tracks/22Mme5vsZ688TMUieIHdx3,audio_features,spotify:track:22Mme5vsZ688TMUieIHdx3,0.688
0.000152,https://api.spotify.com/v1/audio-analysis/49Laq3Tw0SixxHlGpmBZ4Q,0.625,250286,0.864,dubstep,49Laq3Tw0SixxHlGpmBZ4Q,0.917,7,0.082,-6.064,1,0.213,140.044,4,https://api.spotify.com/v1/tracks/49Laq3Tw0SixxHlGpmBZ4Q,audio_features,spotify:track:49Laq3Tw0SixxHlGpmBZ4Q,0.719
9.06e-05,https://api.spotify.com/v1/audio-analysis/2IuLtNArqC8frMLO8wr2qo,0.585,309561,0.841,dubstep,2IuLtNArqC8frMLO8wr2qo,0.625,6,0.413,-4.479,0,0.0404,143.014,4,https://api.spotify.com/v1/tracks/2IuLtNArqC8frMLO8wr2qo,audio_features,spotify:track:2IuLtNArqC8frMLO8wr2qo,0.0941
0.000185,https://api.spotify.com/v1/audio-analysis/6sGiOKRjgvZwZZHJEYc9VX,0.588,375094,0.99,dubstep,6sGiOKRjgvZwZZHJEYc9VX,0.834,11,0.268,-6.256,0,0.0813,143.987,4,https://api.spotify.com/v1/tracks/6sGiOKRjgvZwZZHJEYc9VX,audio_features,spotify:track:6sGiOKRjgvZwZZHJEYc9VX,0.927
0.00036,https://api.spotify.com/v1/audio-analysis/2EwWDdyAsApYMhuE93YWUh,0.639,299610,0.869,dubstep,2EwWDdyAsApYMhuE93YWUh,0.246,7,0.0565,-4.671,0,0.0603,141.968,4,https://api.spotify.com/v1/tracks/2EwWDdyAsApYMhuE93YWUh,audio_features,spotify:track:2EwWDdyAsApYMhuE93YWUh,0.062
0.000346,https://api.spotify.com/v1/audio-analysis/1YZrtHcSPosCfp0UyBI2G7,0.377,296250,0.92,dubstep,1YZrtHcSPosCfp0UyBI2G7,0.903,6,0.195,-3.233,0,0.0529,140.102,4,https://api.spotify.com/v1/tracks/1YZrtHcSPosCfp0UyBI2G7,audio_features,spotify:track:1YZrtHcSPosCfp0UyBI2G7,0.141
0.000802,https://api.spotify.com/v1/audio-analysis/6iBzUjscIAeQ2vKV67UuZM,0.661,263088,0.95,dubstep,6iBzUjscIAeQ2vKV67UuZM,0.452,9,0.116,-3.417,1,0.131,128.03,4,https://api.spotify.com/v1/tracks/6iBzUjscIAeQ2vKV67UuZM,audio_features,spotify:track:6iBzUjscIAeQ2vKV67UuZM,0.301
0.000283,https://api.spotify.com/v1/audio-analysis/1ya4F4AAuuLJZ1l6qB5iEt,0.56,288109,0.713,dubstep,1ya4F4AAuuLJZ1l6qB5iEt,0.0197,7,0.15,-5.004,1,0.033,140.029,4,https://api.spotify.com/v1/tracks/1ya4F4AAuuLJZ1l6qB5iEt,audio_features,spotify:track:1ya4F4AAuuLJZ1l6qB5iEt,0.144
0.0101,https://api.spotify.com/v1/audio-analysis/6ZvKbomxtwcc6nQIZlUgUd,0.749,181760,0.853,dubstep,6ZvKbomxtwcc6nQIZlUgUd,0.685,9,0.253,-5.832,1,0.285,140.021,4,https://api.spotify.com/v1/tracks/6ZvKbomxtwcc6nQIZlUgUd,audio_features,spotify:track:6ZvKbomxtwcc6nQIZlUgUd,0.748
0.000479,https://api.spotify.com/v1/audio-analysis/76NjOf94Yx5Vbg4MX8KGco,0.598,236520,0.884,dubstep,76NjOf94Yx5Vbg4MX8KGco,0.118,4,0.22,-5.017,0,0.203,109.924,4,https://api.spotify.com/v1/tracks/76NjOf94Yx5Vbg4MX8KGco,audio_features,spotify:track:76NjOf94Yx5Vbg4MX8KGco,0.466
0.0188,https://api.spotify.com/v1/audio-analysis/379ptm2DCj7aCfCAVyUSjq,0.657,197933,0.928,dubstep,379ptm2DCj7aCfCAVyUSjq,0.00575,9,0.112,-4.634,1,0.0526,140.011,4,https://api.spotify.com/v1/tracks/379ptm2DCj7aCfCAVyUSjq,audio_features,spotify:track:379ptm2DCj7aCfCAVyUSjq,0.514
0.00235,https://api.spotify.com/v1/audio-analysis/3D1dvVvbJsikDc7YpaOiTm,0.336,236947,0.882,dubstep,3D1dvVvbJsikDc7YpaOiTm,0.118,5,0.0978,-5.483,0,0.0361,139.994,4,https://api.spotify.com/v1/tracks/3D1dvVvbJsikDc7YpaOiTm,audio_features,spotify:track:3D1dvVvbJsikDc7YpaOiTm,0.243
0.00224,https://api.spotify.com/v1/audio-analysis/5W9OWL9fs1FnTVuVJpjOV4,0.552,194143,0.911,dubstep,5W9OWL9fs1FnTVuVJpjOV4,0.0,7,0.344,-1.652,0,0.069,139.979,4,https://api.spotify.com/v1/tracks/5W9OWL9fs1FnTVuVJpjOV4,audio_features,spotify:track:5W9OWL9fs1FnTVuVJpjOV4,0.558
0.000532,https://api.spotify.com/v1/audio-analysis/1xnSRAnAOVjjpT2OOd1qBd,0.512,362143,0.895,dubstep,1xnSRAnAOVjjpT2OOd1qBd,0.0905,0,0.0615,-4.221,1,0.0411,139.925,4,https://api.spotify.com/v1/tracks/1xnSRAnAOVjjpT2OOd1qBd,audio_features,spotify:track:1xnSRAnAOVjjpT2OOd1qBd,0.138
0.000125,https://api.spotify.com/v1/audio-analysis/6FeTYZxPNMEEhEtF2zSHYa,0.504,282952,0.983,dubstep,6FeTYZxPNMEEhEtF2zSHYa,0.333,5,0.194,-5.611,0,0.149,139.944,4,https://api.spotify.com/v1/tracks/6FeTYZxPNMEEhEtF2zSHYa,audio_features,spotify:track:6FeTYZxPNMEEhEtF2zSHYa,0.268
0.00095,https://api.spotify.com/v1/audio-analysis/5OJ8hNTKYU2dCvdgnOarLU,0.499,281083,0.826,dubstep,5OJ8hNTKYU2dCvdgnOarLU,0.029,9,0.122,-7.082,0,0.0534,140.007,4,https://api.spotify.com/v1/tracks/5OJ8hNTKYU2dCvdgnOarLU,audio_features,spotify:track:5OJ8hNTKYU2dCvdgnOarLU,0.427
0.00497,https://api.spotify.com/v1/audio-analysis/76GUOMKAbAnVliU40wM534,0.654,216827,0.834,dubstep,76GUOMKAbAnVliU40wM534,1.92e-05,5,0.251,-7.139,0,0.0504,139.93,4,https://api.spotify.com/v1/tracks/76GUOMKAbAnVliU40wM534,audio_features,spotify:track:76GUOMKAbAnVliU40wM534,0.337
0.0138,https://api.spotify.com/v1/audio-analysis/457p7UH7hoHrbA2iI4PSCA,0.499,206480,0.843,dubstep,457p7UH7hoHrbA2iI4PSCA,0.0,6,0.124,-2.224,1,0.113,127.932,4,https://api.spotify.com/v1/tracks/457p7UH7hoHrbA2iI4PSCA,audio_features,spotify:track:457p7UH7hoHrbA2iI4PSCA,0.533
2.51e-05,https://api.spotify.com/v1/audio-analysis/7M8hBK0bD8VJZRrf2Epy1V,0.882,322500,0.645,dubstep,7M8hBK0bD8VJZRrf2Epy1V,0.936,7,0.112,-4.871,1,0.0914,128.018,4,https://api.spotify.com/v1/tracks/7M8hBK0bD8VJZRrf2Epy1V,audio_features,spotify:track:7M8hBK0bD8VJZRrf2Epy1V,0.0356
0.00207,https://api.spotify.com/v1/audio-analysis/2hSPUp0RfF1j0pTWGpGADL,0.6,204154,0.871,dubstep,2hSPUp0RfF1j0pTWGpGADL,0.3,7,0.127,-4.108,0,0.235,140.144,4,https://api.spotify.com/v1/tracks/2hSPUp0RfF1j0pTWGpGADL,audio_features,spotify:track:2hSPUp0RfF1j0pTWGpGADL,0.639
0.00107,https://api.spotify.com/v1/audio-analysis/67awxiNHNyjMXhVgsHuIrs,0.818,213733,0.799,dubstep,67awxiNHNyjMXhVgsHuIrs,0.128,1,0.057,-4.1,0,0.156,100.014,4,https://api.spotify.com/v1/tracks/67awxiNHNyjMXhVgsHuIrs,audio_features,spotify:track:67awxiNHNyjMXhVgsHuIrs,0.0815
0.000354,https://api.spotify.com/v1/audio-analysis/6JcgT1cZTxeYSerShMCkgb,0.52,282854,0.872,dubstep,6JcgT1cZTxeYSerShMCkgb,0.69,11,0.233,-3.267,1,0.0489,173.994,4,https://api.spotify.com/v1/tracks/6JcgT1cZTxeYSerShMCkgb,audio_features,spotify:track:6JcgT1cZTxeYSerShMCkgb,0.477
0.00164,https://api.spotify.com/v1/audio-analysis/1ts1zPbYEXIM97Kc83rby0,0.613,253333,0.982,dubstep,1ts1zPbYEXIM97Kc83rby0,0.361,6,0.217,-2.138,0,0.0876,139.979,4,https://api.spotify.com/v1/tracks/1ts1zPbYEXIM97Kc83rby0,audio_features,spotify:track:1ts1zPbYEXIM97Kc83rby0,0.376
0.0233,https://api.spotify.com/v1/audio-analysis/6uomknm6K7oOeRDfwBzuV7,0.533,250413,0.808,dubstep,6uomknm6K7oOeRDfwBzuV7,0.0,4,0.282,-5.139,0,0.048,140.04,4,https://api.spotify.com/v1/tracks/6uomknm6K7oOeRDfwBzuV7,audio_features,spotify:track:6uomknm6K7oOeRDfwBzuV7,0.274
0.0585,https://api.spotify.com/v1/audio-analysis/0JhKJg5ejeQ8jq89UQtnw8,0.62,199904,0.881,dubstep,0JhKJg5ejeQ8jq89UQtnw8,0.714,1,0.311,-5.851,0,0.0372,126.035,4,https://api.spotify.com/v1/tracks/0JhKJg5ejeQ8jq89UQtnw8,audio_features,spotify:track:0JhKJg5ejeQ8jq89UQtnw8,0.415
0.0389,https://api.spotify.com/v1/audio-analysis/5t9eIswPAHSybGEE5aRWao,0.383,254400,0.695,dubstep,5t9eIswPAHSybGEE5aRWao,0.572,5,0.647,-6.958,1,0.173,145.045,4,https://api.spotify.com/v1/tracks/5t9eIswPAHSybGEE5aRWao,audio_features,spotify:track:5t9eIswPAHSybGEE5aRWao,0.148
0.000111,https://api.spotify.com/v1/audio-analysis/7lP4SLXD1ZWp10huOfGozD,0.379,289667,0.955,dubstep,7lP4SLXD1ZWp10huOfGozD,0.27,1,0.202,-4.642,1,0.0547,174.042,4,https://api.spotify.com/v1/tracks/7lP4SLXD1ZWp10huOfGozD,audio_features,spotify:track:7lP4SLXD1ZWp10huOfGozD,0.0332
0.0166,https://api.spotify.com/v1/audio-analysis/0GFTBgq0mVmOKe1zCodmBA,0.507,502909,0.699,dubstep,0GFTBgq0mVmOKe1zCodmBA,0.00172,1,0.112,-7.483,1,0.0814,139.909,4,https://api.spotify.com/v1/tracks/0GFTBgq0mVmOKe1zCodmBA,audio_features,spotify:track:0GFTBgq0mVmOKe1zCodmBA,0.0744
0.00519,https://api.spotify.com/v1/audio-analysis/6NfT2FcVntlWaYV7HRmID6,0.62,216628,0.739,dubstep,6NfT2FcVntlWaYV7HRmID6,0.00574,5,0.0982,-5.993,1,0.341,145.173,4,https://api.spotify.com/v1/tracks/6NfT2FcVntlWaYV7HRmID6,audio_features,spotify:track:6NfT2FcVntlWaYV7HRmID6,0.313
0.0033,https://api.spotify.com/v1/audio-analysis/3Nlq1iM31vOPARfaS43CUc,0.385,304360,0.595,dubstep,3Nlq1iM31vOPARfaS43CUc,0.355,6,0.0611,-5.447,0,0.0462,145.587,4,https://api.spotify.com/v1/tracks/3Nlq1iM31vOPARfaS43CUc,audio_features,spotify:track:3Nlq1iM31vOPARfaS43CUc,0.083
0.00303,https://api.spotify.com/v1/audio-analysis/1H1Urubfo9IwlUgloeqkOT,0.457,250506,0.839,dubstep,1H1Urubfo9IwlUgloeqkOT,6.49e-05,8,0.143,-7.386,0,0.151,143.963,4,https://api.spotify.com/v1/tracks/1H1Urubfo9IwlUgloeqkOT,audio_features,spotify:track:1H1Urubfo9IwlUgloeqkOT,0.378
0.00394,https://api.spotify.com/v1/audio-analysis/61l4Cfs1gVrmrDNZuS5pez,0.525,331138,0.887,dubstep,61l4Cfs1gVrmrDNZuS5pez,0.15,6,0.171,-5.392,0,0.0346,140.018,4,https://api.spotify.com/v1/tracks/61l4Cfs1gVrmrDNZuS5pez,audio_features,spotify:track:61l4Cfs1gVrmrDNZuS5pez,0.138
0.00103,https://api.spotify.com/v1/audio-analysis/5MhqNNZnkamSpD55bx7r6n,0.587,274751,0.92,dubstep,5MhqNNZnkamSpD55bx7r6n,0.583,11,0.102,-2.251,1,0.0736,70.017,4,https://api.spotify.com/v1/tracks/5MhqNNZnkamSpD55bx7r6n,audio_features,spotify:track:5MhqNNZnkamSpD55bx7r6n,0.635
0.00287,https://api.spotify.com/v1/audio-analysis/3MjEAuhBbenHGKcdfOzUYT,0.604,275983,0.755,dubstep,3MjEAuhBbenHGKcdfOzUYT,0.0667,8,0.305,-5.678,1,0.0749,139.976,4,https://api.spotify.com/v1/tracks/3MjEAuhBbenHGKcdfOzUYT,audio_features,spotify:track:3MjEAuhBbenHGKcdfOzUYT,0.228
0.106,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,0.448,186813,0.784,dubstep,4G8gkOterJn0Ywt6uhqbhp,0.000108,9,0.668,-3.686,1,0.0627,136.245,4,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,audio_features,spotify:track:4G8gkOterJn0Ywt6uhqbhp,0.236
0.00793,https://api.spotify.com/v1/audio-analysis/3WLRBfwfVowGw0x19jvBrE,0.692,219765,0.558,dubstep,3WLRBfwfVowGw0x19jvBrE,0.76,8,0.0833,-6.181,1,0.0685,139.954,4,https://api.spotify.com/v1/tracks/3WLRBfwfVowGw0x19jvBrE,audio_features,spotify:track:3WLRBfwfVowGw0x19jvBrE,0.285
0.000457,https://api.spotify.com/v1/audio-analysis/4sWESb3GVY5YlAZiLqlDTu,0.66,304469,0.681,dubstep,4sWESb3GVY5YlAZiLqlDTu,0.21,2,0.0812,-6.58,1,0.0813,69.984,4,https://api.spotify.com/v1/tracks/4sWESb3GVY5YlAZiLqlDTu,audio_features,spotify:track:4sWESb3GVY5YlAZiLqlDTu,0.225
8.45e-05,https://api.spotify.com/v1/audio-analysis/6c9EGVj5CaOeoKd9ecMW1U,0.649,214042,0.706,dubstep,6c9EGVj5CaOeoKd9ecMW1U,0.831,8,0.163,-7.209,0,0.031,128.032,4,https://api.spotify.com/v1/tracks/6c9EGVj5CaOeoKd9ecMW1U,audio_features,spotify:track:6c9EGVj5CaOeoKd9ecMW1U,0.0736
0.000361,https://api.spotify.com/v1/audio-analysis/2AwIVX47tgIm0Vca8OKjDp,0.515,246094,0.827,dubstep,2AwIVX47tgIm0Vca8OKjDp,0.838,7,0.138,-5.423,1,0.0923,173.988,4,https://api.spotify.com/v1/tracks/2AwIVX47tgIm0Vca8OKjDp,audio_features,spotify:track:2AwIVX47tgIm0Vca8OKjDp,0.427
0.121,https://api.spotify.com/v1/audio-analysis/3TfhiLuAr5GIL5t2pm6QvK,0.601,255667,0.629,dubstep,3TfhiLuAr5GIL5t2pm6QvK,2.22e-06,11,0.0922,-5.583,1,0.0632,71.499,4,https://api.spotify.com/v1/tracks/3TfhiLuAr5GIL5t2pm6QvK,audio_features,spotify:track:3TfhiLuAr5GIL5t2pm6QvK,0.166
0.016,https://api.spotify.com/v1/audio-analysis/27Uz9gSMNzDRhwtgUvy5V8,0.206,250304,0.524,dubstep,27Uz9gSMNzDRhwtgUvy5V8,0.159,10,0.0799,-8.42,0,0.0373,64.049,4,https://api.spotify.com/v1/tracks/27Uz9gSMNzDRhwtgUvy5V8,audio_features,spotify:track:27Uz9gSMNzDRhwtgUvy5V8,0.424
0.0345,https://api.spotify.com/v1/audio-analysis/4r7fvfb1I1ZPQEvtwvr427,0.78,302636,0.881,dubstep,4r7fvfb1I1ZPQEvtwvr427,0.0134,5,0.279,-4.876,0,0.166,109.961,4,https://api.spotify.com/v1/tracks/4r7fvfb1I1ZPQEvtwvr427,audio_features,spotify:track:4r7fvfb1I1ZPQEvtwvr427,0.505
0.000304,https://api.spotify.com/v1/audio-analysis/1DcwvDcBKeATLX85CKbHFM,0.686,278361,0.98,dubstep,1DcwvDcBKeATLX85CKbHFM,0.7,1,0.171,-2.966,0,0.206,140.091,4,https://api.spotify.com/v1/tracks/1DcwvDcBKeATLX85CKbHFM,audio_features,spotify:track:1DcwvDcBKeATLX85CKbHFM,0.617
0.00103,https://api.spotify.com/v1/audio-analysis/0z9UTMWoBnFsXBJSuOGZLf,0.448,258800,0.624,dubstep,0z9UTMWoBnFsXBJSuOGZLf,0.108,0,0.104,-8.249,1,0.0314,139.94,4,https://api.spotify.com/v1/tracks/0z9UTMWoBnFsXBJSuOGZLf,audio_features,spotify:track:0z9UTMWoBnFsXBJSuOGZLf,0.0674
0.000924,https://api.spotify.com/v1/audio-analysis/5PQKOXpXwxiZ4IexttAbG2,0.445,387436,0.804,dubstep,5PQKOXpXwxiZ4IexttAbG2,0.0772,1,0.28,-6.195,1,0.0483,104.943,3,https://api.spotify.com/v1/tracks/5PQKOXpXwxiZ4IexttAbG2,audio_features,spotify:track:5PQKOXpXwxiZ4IexttAbG2,0.0361
0.000396,https://api.spotify.com/v1/audio-analysis/36tAyMKHWJHZWbS4NWjwiv,0.511,282400,0.823,dubstep,36tAyMKHWJHZWbS4NWjwiv,0.759,1,0.4,-7.269,1,0.264,105.019,3,https://api.spotify.com/v1/tracks/36tAyMKHWJHZWbS4NWjwiv,audio_features,spotify:track:36tAyMKHWJHZWbS4NWjwiv,0.0318
0.00318,https://api.spotify.com/v1/audio-analysis/134KWDWvckZcxlRLGq0IYi,0.615,242840,0.794,dubstep,134KWDWvckZcxlRLGq0IYi,3.53e-05,10,0.624,-4.23,0,0.0909,128.085,4,https://api.spotify.com/v1/tracks/134KWDWvckZcxlRLGq0IYi,audio_features,spotify:track:134KWDWvckZcxlRLGq0IYi,0.548
0.0599,https://api.spotify.com/v1/audio-analysis/2K54tYOF2c6CBO3ZNhKcmS,0.549,253213,0.939,dubstep,2K54tYOF2c6CBO3ZNhKcmS,0.0,5,0.092,-1.211,0,0.0597,139.961,4,https://api.spotify.com/v1/tracks/2K54tYOF2c6CBO3ZNhKcmS,audio_features,spotify:track:2K54tYOF2c6CBO3ZNhKcmS,0.61
0.226,https://api.spotify.com/v1/audio-analysis/1SbqxemPdwGlvmirtQVkCU,0.692,373987,0.773,dubstep,1SbqxemPdwGlvmirtQVkCU,0.0104,6,0.108,-3.739,1,0.0359,139.989,4,https://api.spotify.com/v1/tracks/1SbqxemPdwGlvmirtQVkCU,audio_features,spotify:track:1SbqxemPdwGlvmirtQVkCU,0.486
0.00586,https://api.spotify.com/v1/audio-analysis/0ekII9O2RfHOivSRY9Bn1U,0.634,236931,0.692,dubstep,0ekII9O2RfHOivSRY9Bn1U,0.000116,1,0.0726,-5.646,0,0.0997,140.029,4,https://api.spotify.com/v1/tracks/0ekII9O2RfHOivSRY9Bn1U,audio_features,spotify:track:0ekII9O2RfHOivSRY9Bn1U,0.0839
